link,text,title
http://www.diarionoticias.info/adjudica-el-pulgon-a-cambio-climatico/,"“Aunque no queramos admitirlo, las nuevas plagas que están apareciendo en los cultivos de esta zona, son producto del cambio de clima que se ha venido registrando”, aseguró Fidel Gutiérrez Gaxiola. La aparición en primera instancia del Piojo Harinoso en el algodonero y ahora el Pulgón Amarillo en el sorgo, está demandando que los productores conjuntamente con las autoridades de sanidad, estén alerta para evitar su establecimiento en esta región, agregó el impulsor del cultivo del sorgo. Hizo mención que los vientos huracanados que se registraron en agosto y la consecuente humedad que trajeron, pudieron ser los causantes de la llegada del Pulgón que ahora está devastando al sorgo de una forma generalizada en todo el valle. El técnico en maíz y sorgo recordó que hace dos años se presentó la plaga conocida como el Piojo Harinoso, la cual hizo su presencia en la etapa final del cultivo, haciendo esto que no causara graves daños, aunado eso a los trabajos de erradicación que recomendaron las autoridades de Sagarpa en su momento, como también las de Sanidad Vegetal. “Lo grave del caso es que ya están presentes en esta zona, y que ahora lo que se tiene que hacer es buscar que no se establezcan por lo agresivas que son. “Aunque los órganos oficiales, como el Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias (Inifap), como también la Junta de Sanidad Vegetal, no han dicho nada respecto a cómo llegaron estas plagas, lo más lógico es que hayan sido por los vientos atípicos que se presentaron, estimó el agrónomo. Gutiérrez Gaxiola citó que el Pulgón Amarillo es una plaga que donde llega prácticamente destroza a todo el cultivo, pues se miró primeramente en Tamaulipas, donde en dos años los productores no pudieron combatirlo. Luego apareció en Guanajuato, donde ocurrió lo mismo, y enseguida en Sinaloa, donde afectó a la poca superficie que estaba sembrada, revelo el especialista en granos. “Es una plaga de clima húmedo, tal como el que prevalece en la región sur del Valle de San Luis, razón por la que es la zona donde apareció primero y donde ha causado mayores estragos hasta ahora”, dijo.  Publicamos la información más relevante, veraz y oportuna para impactar a la sociedad de manera positiva en la toma de decisiones y para trascender en el avance de la comunidad y sus valores.",http://www.diarionoticias.info/
http://www.diarionoticias.info/reforestan-lecho-de-rio-colorado/,"A fin de revertir los efectos del cambio climático, la Asociación Civil Pro Conservación de la Naturaleza Pronatura viene llevando a cabo el programa “Adopta el Río”, el cual consiste en que ciudadanos se responsabilicen de una determinada superficie del Río Colorado completamente reforestada. Para llevar a cabo este programa, el organismo que nació en 1981viene comprando derechos normales de agua de productores de la región Sur del Valle de Mexicali, que le permitan regar las áreas que ya tiene reforestadas, como la que se ubica en el lecho del Río Colorado a la altura de la colonia Camacho. El presidente del Módulo de Riego número 22, José Antonio Zavala Guerrero, dijo que esa superficie de poco más de 20 hectáreas es regada con permisos que pertenecían a usuarios del organismo que representa, como también las quince unidades que están en el mismo lecho, pero dentro de la jurisdicción del ejido Francisco Múgica, en el kilómetro 49. Hasta ahora este organismo protector de la naturaleza con presencia nacional, está arrojando desde el mes de agosto 700 litros por segundo al lecho del Río para dar vida a la flora que han reforestado, y que es a base de álamo, sauz y mezquite, principalmente, dice el directivo del Módulo que dirigió los trabajos de nivelación de esa zona restaurada ecológicamente. Esta área nivelada y que fue convertida en un autentico bosque, cuenta con canales revestidos para irrigar perfectamente a la extensa vegetación, con agua que es conducida por el Canal Revolución para después trasvasarla al Barrote, que es el que finalmente la vierte a la infraestructura de conductores que ramifican los volúmenes en el seno de la zona turística. Como es un lugar que puede ser visitado por cualquier persona que guste de la naturaleza, cuenta en medio de las arboledas con espacios recreativos  para descasar cómodamente en sillas y mesas de madera, a donde se puede llegar caminando o en carro por los angostos y delimitados  caminos con sauces  o álamos que para ello se plantaron.    Publicamos la información más relevante, veraz y oportuna para impactar a la sociedad de manera positiva en la toma de decisiones y para trascender en el avance de la comunidad y sus valores.",http://www.diarionoticias.info/
http://www.diarionoticias.info/perjudican-las-lluvias-el-cultivo-de-algodon/,"Para el presidente de la Asociación Municipal de la Pequeña Propiedad el rezago que la lluvia está ocasionando en todas las actividades agrícolas es “catastrófico”. Pero lo más alarmante es que el pronóstico de precipitación se extiende por varios días. Juan Armenta Magaña refirió que el daño es general para todos los cultivos, pero de manera sobresaliente para el algodonero, que viene arrastrando un desfasamiento que se agudizará con la excesiva humedad que se aprecia en todas las parcelas. Tomando en cuenta la lluvia caída durante toda la madrugada de ayer y las que se están pronosticando de forma salteada, el también ex presidente del Sistema Producto Algodón estimó que las labores en el cultivo se suspenderán cuando menos 10 o 12 días para que después se haga una evaluación de los daños ocasionados. Agregó que esta lluvia no sólo está afectando al algodonero en el retraso de la cosecha y demás labores culturales, sino que también lo viene a dañar en lo económico, porque además de que “chorrea” la fibra, ésta se mancha perdiendo calidad, lo que aprovechan los compradores para aplicar castigos en el precio del quintal. Ante esta situación que se habrá de tornar difícil para todos los algodoneros, el dirigente parvifundista pidió comprensión a las autoridades responsables de autorizar las prórrogas en las fechas del cultivo, ya que lo sucedido son imprevistos de la naturaleza que son completamente ajenos a los productores. “… Cada uno de los productores sabemos de los riesgos que representan extralimitarse de las fechas establecidas para cada una de las tareas del cultivo, pero de antemano se sabe que los desfasamientos presentados son originados por los efectos del cambio climático que ya es una realidad”, comentó. “Como algodoneros de experiencia que son todos, y que son los que hacen la fuerte inversión en el cultivo, quisieran cumplir con las fechas que dicta el Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias, pero lamentablemente las condiciones meteorológicas no lo permiten ya”, puntualizó. Ante esta situación, el líder de los colonos ve como urgente que las fechas sean acondicionadas a las circunstancias climáticas de la región.    Publicamos la información más relevante, veraz y oportuna para impactar a la sociedad de manera positiva en la toma de decisiones y para trascender en el avance de la comunidad y sus valores.",http://www.diarionoticias.info/
http://www.diarionoticias.info/plantean-recorrer-fecha-de-siembra/,"Motivados por el cambio climático que ha variado las condiciones óptimas para la siembra del algodonero, productores encabezados por el presidente del Sistema Producto, Gilberto Ibarra Lepe, acordaron en encuentro con los titulares del Distrito de Desarrollo Rural y la Junta Local de Sanidad Vegetal, solicitar el cambio de fecha para el depósito de la semilla. En dicha reunión, los productores informaron a Julio César Rodríguez Pérez y Ernesto Loera Orozco, respectivamente, que solicitarán por escrito se modifique el actual periodo de siembra, que comprende del 15 de febrero al 31 de marzo, por el del 1 de marzo al 31 de abril. Exponen los productores, que las condiciones climáticas y las variedades de semillas transgénicas, están exigiendo el cambio de fecha. En la reunión, que tuvo lugar en la sala de juntas del Distrito de Desarrollo Rural, se planteo que el actual periodo se instituyó en 1994 obligados por la aparición de la plaga de la Mosquita blanca, misma que ahora está perfectamente controlada. En aquel entonces, se hizo  historia, el cambio de fecha se hizo necesario y fue una de las determinaciones para controlar la plaga que afectó tanto al campo al grado que prácticamente desapareció el cultivo en el valle. Antes de ese cambio que se instituyó, el periodo para sembrar era el que ahora se está pretendiendo, Ahora las condiciones son otras, y la principal es que desde hace años que los primeros días del mes de febrero se están perdiendo, porque no se puede sembrar al no haber las temperaturas requeridas para ello, plantearon los algodoneros. Con el periodo que ahora se está solicitando, los productores estarían iniciando los trabajos de pizca a la mitad del mes de noviembre para poder hacer el desvare y el  barbecho antes de que concluya diciembre. Las fechas de los trabajos culturales se estarían respetando, tal como se hace ahora, dijeron los productores asistentes. En cuanto a las variedades transgénicas, estas dan la oportunidad de dar un riego más a la planta, y a la vez generan más producción en lo que es el copete que viene a conceder al productor dos o tres pacas más por hectárea. La referida solicitud que por escrito harán los interesados, será dirigida a las oficinas centrales de la Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación (Sagarpa), con copia al titular del Distrito de Desarrollo Rural, Rodríguez Pérez.  Publicamos la información más relevante, veraz y oportuna para impactar a la sociedad de manera positiva en la toma de decisiones y para trascender en el avance de la comunidad y sus valores.",http://www.diarionoticias.info/
http://www.dossierpolitico.com/vernoticiasanteriores.php?artid=182187&relacion=&tipo=Noticias&categoria=1,"
							
								 HERMOSILLO, SONORA (05/NOV/2016).- El incremento en la temperatura del aire genera mayor necesidad de agua en los cultivos y algunas regiones del mundo, como el Valle del Yaqui, dejarán de ser sitios con altos rendimientos, advirtió Julio César Rodríguez Casas.El investigador y académico del Departamento de Agricultura y Ganadería de la Universidad de Sonora (Unison) indicó que el cambio climático afectará y modificará la fenología y productividad de diversos cultivos.Indicó que eso ocasionará una disminución en los rendimientos de algunos cereales como es el caso del trigo que se cultiva en el sur de Sonora y, por ende, podría impactar negativamente sus inventarios a nivel global.Planteó que ese fenómeno producirá una disminución en la cantidad de precipitación e incrementará la presencia de eventos extremos como son sequías e inundaciones en la zonas áridas, mientras que en las húmedas sucederá lo inverso.""El cambio climático, que puede reducir los inventarios, y el incremento poblacional global afectarán la seguridad alimentaria en muchas naciones pobres, por lo que seguramente aumentará la migración de la gente a otras regiones con más recursos"", dijo.Precisó que las zonas áridas en el mundo ocupan una tercera parte de la superficie de la tierra -equivalente a 33.6 por ciento- y en algunos países como México puede ser más de 50 por ciento de su superficie.Reiteró que la modificación del clima sobre el planeta pone en duda la disponibilidad de alimentos y no puede asegurarse que lo sembrado se podrá cosechar.Para 2030, planteó, podría haber entre 35 y 122 millones de personas sumidas en la pobreza por este fenómeno, en tanto en 2050 la demanda de alimentos aumentará en 60 % debido al crecimiento de la población.Comentó que la Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO, por sus siglas en inglés) prevé que mil 800 millones de personas para 2025 vivan en regiones donde habrá escasez absoluta de agua.En tanto que para 2080 el 75 % de la población africana sufrirá hambre.Por ello, indicó, será necesario que los países realicen intervenciones para mejorar el uso de agua en la agricultura, difundir el conocimiento sobre el cambio climático y promover políticas para reducir los riesgos en las comunidades.Asimismo, movilizar fondos para enfrentar la escasez de agua, asegurar la alimentación a sus connacionales y solidarizarse con otras regiones del mundo que estén siendo afectadas.                        	 	
",http://www.dossierpolitico.com/
http://www.dossierpolitico.com/vernoticiasanteriores.php?artid=181717&relacion=&tipo=Noticias&categoria=1,"
							
								 Hermosillo, Sonora (DP).- Con el objetivo de crear el marco jurídico que garantice el derecho a un medio ambiente sano para todos los sonorenses, así como lograr la adaptación al cambio climático en la entidad, el diputado Emeterio Ochoa Bazúa presentó la iniciativa de Ley de Cambio Climático en el Estado de Sonora.El legislador cajemense por el Distrito local XII Ciudad Obregón Centro, explicó su iniciativa busca establecer una serie de disposiciones legales tendientes a lograr la adaptación al cambio climático, así como a mitigar las emisiones de gases de efecto invernadero en nuestro estado.La iniciativa busca estar en concordancia con la obligación de garantizar el derecho a un medio ambiente sano para el desarrollo y bienestar de todas las personas, establecida en el Artículo 1 de la Constitución Política del Estado de Sonora.Ochoa Bazúa recordó que el Plan Estatal de Desarrollo 2016-2021 presentado por la Gobernadora Claudia Pavlovich tiene como reto establecer políticas públicas que contribuyan a la adaptación de Sonora al cambio climático, y esta iniciativa meterá el tema en un marco jurídico que no existe.“El Estado no contaba con una ley que contemplara como obligación para el Estado y los Ayuntamientos poder realizar este tipo de acciones, y aunque ocasionalmente se realizan actividades, no hay un programa que tenga el impacto que estamos buscando”, aseguró el cajemense.El legislador explicó que la iniciativa se compone de 39 artículos, en los que se contempla quienes serán los responsables de implementar estas acciones y programas, así como quienes van a regular el reglamento que se tendrá que formar.Informó que la iniciativa, que fue turnada a la Comisión de Energía, Medio Ambiente y Cambio Climático, se va a socializar a partir del 9 de noviembre con una serie de foros en todo el estado, que estarán coordinados por Martín Barrón, como responsable técnico de estos trabajos.“Esperamos que investigadores, universidades, académicos y la sociedad en general se involucren para que construyamos, ya una vez dictaminada en comisiones esta iniciativa, un marco jurídico realmente ciudadano, acorde a lo que realmente queremos llegar”, dijo Ochoa Bazúa.“No solamente es llevar el tema”, añadió, “o decir que tenemos una Ley de Cambio Climático, sino ver que regulaciones vamos a tener al respecto, porque como ustedes saben hemos tenido problemas graves de contaminación provocados por las minas y otras industrias”.Mencionó que los efectos del cambio climático ya se notan en los ciclos agrícolas, en las costas y en los mantos acuíferos de nuestro estado, por lo que es un tema que se debe tomar en serio, sobre todo por los jóvenes. Ochoa Bazúa subrayó que la presentada este martes en una Ley general, que tendrá una serie de reglamentos, con sanciones más severas para evitar los desastres provocados por las fábricas, por las mineras, por todo lo que hombre realiza porque no podemos seguir afectando el ambiente. Como invitados a la presentación de esta iniciativa estuvieron el delegado de Profepa, Jorge Flores Monge; Andrea de la Mora, secretaria general del PRI Estatal; Carla Neudert Córdova, directora general de Cambio Climático y Promoción Ambiental del Cedes; Luis Mario Rivera, presidente del Partido Verde; y Alberto Flores Chong, titular de Protección Civil.                        	 	
",http://www.dossierpolitico.com/
http://www.dossierpolitico.com/vernoticiasanteriores.php?artid=181207&relacion=&tipo=Noticias&categoria=1,"
							
								 Hermosillo, Sonora.- El Congreso local recibió la iniciativa de Ley de Cambio Climático en el Estado de Sonora, que impulsa el marco jurídico que garantice el derecho a un medio ambiente sano para todos los sonorenses. En un comunicado, la Legislatura estatal indicó que el documento con 39 artículos, prevé el establecimiento de una serie de disposiciones legales tendientes a lograr la adaptación al cambio climático y mitigar las emisiones de gases de efecto invernadero en el estado. Agregó que el marco normativo de la Ley General de Cambio Climático incluye las medidas y perfiles de quienes serán los responsables de aplicar los programas y la normatividad que se tendrá que formar. Informó que la iniciativa fue turnada a la Comisión de Energía, Medio Ambiente y Cambio Climático, y se socializará a partir del 9 de noviembre con foros en todo el estado, coordinados por el meteorólogo Martín Barrón, responsable técnico de estos trabajos. ""Esperamos que investigadores, universidades, académicos y la sociedad en general se involucren para que construyamos, una vez dictaminada en comisiones esta iniciativa, un marco jurídico ciudadano, acorde a lo que queremos llegar"", dijo. Mencionó que los efectos del cambio climático ya se notan en los ciclos agrícolas, en las costas y en los mantos acuíferos de la entidad, por lo que es un tema que se debe tomar en serio, sobre todo por los jóvenes. Subrayó que la ley general presentada, tendrá una serie de reglamentos, con sanciones más severas para evitar los desastres provocados por fábricas, mineras, por todo lo que el hombre realiza, porque no deben seguir las afectaciones al ambiente.                         	 	
",http://www.dossierpolitico.com/
http://www.dossierpolitico.com/vernoticiasanteriores.php?artid=178300&relacion=&tipo=Noticias&categoria=1,"
							
								 EI Congreso Nacional de Investigación en Cambio Climático con el tema El mundo después de París, construyendo el futuro, se llevará a cabo en esta ciudad en octubre próximo.El académico del Departamento de Física de la Universidad de Sonora (Unison), Carlos Lizárraga Celaya, explicó que la institución de educación superior será sede en el noroeste del país del mencionado encuentro.Se trata, dijo, de un evento científico en el que participarán académicos de universidades e institutos de investigación de los estados del noroeste de México como son Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa y Sonora.Indicó que es organizado por el Programa de Investigación en Cambio Climático (Pincc) de la Universidad Nacional Autónoma de México (UNAM), en conjunto con la Unison, expuso el también presidente del comité organizador del congreso.El investigador de la Unison anotó que éste se desarrollará del 17 al 19 de octubre próximo, y tendrá una orientación multidisciplinaria, especialmente por abordar una diversidad de temas relativos al cambio climático.Mencionó también que la temática general incluye aspectos sobre adaptación, agricultura y seguridad alimentaria, agua, recursos hídricos y cambio climático, alternativas energéticas, biodiversidad, economía verde y financiamientos, entre otros.Asimismo, se ofrecerán temas relacionados con evidencias físicas y biológicas, generación y consumo de energía, vulnerabilidad de las zonas costeras, eventos extremos, modelación climática y económica, calidad del aire e inventarios de emisiones.Puntualizó que el VI Congreso Nacional de Investigación en Cambio Climático con el tema El mundo después de París, construyendo el futuro, se desarrolla simultáneamente en ocho sedes del país                        	 	
                            https://noticias.terra.com/mundo/latinoamerica/sonora-sera-sede-de-congreso-nacional-sobre-cambio-climatico,0861707df18eb75ed89d1b920daaa15cjsptcvb9.html
							           
",http://www.dossierpolitico.com/
http://www.dossierpolitico.com/vernoticiasanteriores.php?artid=177449&relacion=&tipo=Noticias&categoria=1,"
							
								 El calentamiento global en los últimos 150 años podría variar conforme lo analizado en los registros históricos, por lo cual su proyección a futuro también sería distinta a lo estimado por el Panel Intergubernamental de Cambio Climático de la ONU, señala un estudio de la NASA, basado en el uso de modelos climáticos con datos más precisos.El estudio encabezado por Mark Richardson —investigador del Laboratorio de Propulsión a Chorro de la NASA, en Pasadena, California— indica que casi una quinta parte del calentamiento global en ese periodo de 150 años ha sido pasado por alto en los registros históricos.De acuerdo con el portal de Cambio Climático de la Administración Nacional de la Aeronáutica y del Espacio (NASA, por sus siglas en inglés), el documento, publicado en la revista Nature Climate Change indica que hasta ahora los estudios se habían basado sólo en los registros históricos, de ahí que se estimaran menores tasas de calentamiento que las hechas con los modelos climáticos.Richardson detalló que los modelos históricos están limitados por varios factores y en el caso del Ártico se debe a que existen pocos datos debido a lo inaccesible que había sido dicha área en el pasado.Por ello, agregó, al comparar modelos históricos con los actuales climáticos pareciera que los resultados arrojaran temperaturas más frías de lo que realmente han sido.Sin embargo, gracias a esta corrección, que permite hacer una estimación con modelos climáticos a partir de cálculos precisos, se ha podido corroborar que el Ártico se está calentando más rápido que el resto de la Tierra.El investigador reveló que los científicos han sabido estas peculiaridades desde hace tiempo, pero éste es el primer estudio que calcular el impacto del calentamiento a partir de un modelo más preciso, que permite calcular “manzanas con manzanas”.En ese sentido, Richardson manifestó su sorpresa de cómo es que diferencias tan pequeñas entre el modelo anterior y el nuevo se sumaran para generar un efecto tan grande.El nuevo estudio consideró también otras limitantes para medir la temperatura adecuadamente y que tienen que ver con el hecho de que las temperaturas del aire y el agua se mezclaban en los datos históricos.Ello provocaba que los resultados obtenidos hasta ahora fueran sesgados debido a que el agua se calienta menos que el aire, por lo que se calculaban cifras más frías de lo que en realidad se estaban generando.El investigador expuso que al hacerse nuevamente los cálculos con modelos a largo plazo podrían descubrirse que el calentamiento global podría ser diferente a lo estimado hasta ahora, por lo que es indispensable hacer una comparación justa para dar un diagnóstico más preciso.                        	 	
                            http://www.cronica.com.mx/notas/2016/975633.html
							           
",http://www.dossierpolitico.com/
http://www.dossierpolitico.com/vernoticiasanteriores.php?artid=175763&relacion=&tipo=Noticias&categoria=1,"
							
								 El rendimiento de los cultivos se reducirá en la próxima década debido al cambio climático, a no ser que se adopten medidas inmediatas para acelerar la introducción de nuevas variedades mejoradas, según advierten los expertos.La investigación, liderada por la británica Universidad de Leeds y publicada ayer por Nature Climate Change,  se centra en el cultivo de maíz en África, pero el proceso subyacente afecta a las cosechas en todo el trópico.En África, “el aumento gradual de las temperaturas, las mayores sequías y las olas de calor causadas por el cambio climático tendrán impacto en el maíz”, señaló el director del estudio, Andy Challinor.Por ello, el estudio indica que “el desarrollo de nuevas variedades de cultivos mejor adaptadas a las nuevas condiciones climáticas es vital para el futuro de la producción alimentaria”.Los expertos se centraron, en particular, en el efecto de la temperatura en la duración de los cultivos —el tiempo entre la siembra y la recogida— pues a más calor menos tiempo, lo que se traduce también en un plazo más corto para que produzcan y acumulen biomasa, señaló Challinor en un comunicado.Lograr una nueva variedad de cosecha y que la adopten los granjeros requiere entre diez y treinta años, por lo que, al ritmo al que aumentan las temperaturas en los trópicos, cuando está disponible y plantada crece ya a unas temperaturas más templadas de a las fue desarrollada.Los investigadores usaron diversos datos para desarrollar dos escenarios, el mejor y el peor, para los actuales sistemas de mejoras de cosechas. Éstos apuntan a que la duración de los cultivos será “significativamente más corta ya en 2018 en algunos lugares y en 2031 en la mayoría de las regiones de África donde crece maíz”.                        	 	
",http://www.dossierpolitico.com/
